material_id,formula,provenance,Number of Atoms_ours,Volume (A3)_ours,Density (g cm-3)_ours,Atomic mass (amu)_ours,K_VRH_pred,G_VRH_pred,K_VRH_spread_log10,G_VRH_spread_log10,Poisson ratio_ours,Gruneisen parameter_ours,Kappa_Slack (W m-1 K-1)_ours,Kappa_cal (W m-1 K-1)_ours,Kappa_cal_p05,Kappa_cal_p50,Kappa_cal_p95,Bulk modulus (GPa),Shear modulus (GPa),Number of Atoms_ref,Volume (A3)_ref,Density (g cm-3)_ref,Atomic mass (amu)_ref,Sound velocity longitudinal (m s-1),Sound velocity transverse (m s-1),Speed of sound (m s-1),Acoustic Debye Temperature (K),Poisson ratio_ref,Gruneisen parameter_ref,Kappa_Slack (W m-1 K-1)_ref,Kappa_cal (W m-1 K-1)_ref
mp-6183,Ba2PrRuO6,unseen,10,155.35802,6.54805,612.62805,98.2029,36.7894,0.0235,0.0498,0.33348,2.00111,2.65921,2.36979,1.4159,2.37596,3.8477,93.11413,48.13523,10,155.35802488146317,6.548054485871976,612.62805,4901.178669006982,2711.2863524259774,3020.7174909042724,167.29209640506318,0.2795182179684178,1.6524904365117314,5.921138285541301,4.991476003652075
mp-20897,Ba4Y2Cu6O13,val,25,361.33228,6.04959,1316.3879,96.2218,46.0648,0.0163,0.011,0.29357,1.73358,2.76693,2.37998,2.09825,2.37632,2.67962,93.30172,46.56941,25,361.3322753035632,6.049593925610767,1316.3879,5068.207294074316,2774.5160951876355,3093.651131314873,129.31402473459053,0.2860350407204822,1.689343387486026,2.9676340392101825,2.526235597373557
mp-756490,Li6MnS4,train,22,369.72475,2.01968,449.68809,40.6893,24.8351,0.0297,0.0317,0.24641,1.48293,3.00213,2.38539,1.73568,2.4018,3.23731,38.96661,21.815367,22,369.7247538777745,2.01967716373102,449.68809,5804.7711013961625,3286.550286929228,3654.791460524128,151.60480599103485,0.2640990185847947,1.570045462679243,2.1954390358025786,1.8037595012731944
mp-11752,Lu7(NiTe)2,train,11,271.64092,9.76462,1597.3558,64.3263,32.3069,0.0041,0.0233,0.28489,1.6828,2.81178,2.3896,1.92299,2.3966,3.00445,64.69826,31.902184,11,271.6409217853301,9.764624915247976,1597.3558,3313.90059381262,1807.517129934086,2015.9809980985344,92.6754235272876,0.2882569774205012,1.7021987201052562,2.6942056040443094,2.300748368464206
mp-29820,Ca3(AlN2)2,unseen,72,984.47058,3.10661,1841.79102,101.6243,55.082,0.0236,0.0203,0.27046,1.60329,2.87975,2.39224,1.9341,2.39667,2.91711,111.7045,65.72667,72,984.470584679406,3.1066097749448587,1841.7910176000005,8010.395095456516,4599.678320950442,5108.939617559095,152.89961740779563,0.254041603670513,1.5195897148911224,4.195667692258699,3.383790450451763
mp-850943,Li6TiNi3(PO4)6,unseen,40,468.235,2.96272,835.42137,81.4931,43.6899,0.0143,0.0302,0.27258,1.61461,2.88445,2.40465,1.79581,2.39996,3.20195,81.18112,36.233997,40,468.2349979940496,2.9627213539351405,835.421372,6611.16415342984,3497.1375971009134,3909.075578034975,149.87504284038025,0.3057348333369397,1.8088385572575612,1.7207352783846628,1.5017412182185434
mp-7561,SrPd3O4,unseen,16,200.16718,7.81258,941.7552,145.9566,52.5865,0.0232,0.0328,0.33917,2.04456,2.70626,2.41613,1.70018,2.40203,3.37122,139.23297,52.141453,16,200.16717997603016,7.812575983464591,941.7552,5169.174888418327,2583.416545214065,2898.1895005830825,147.50464573383354,0.3335345742017732,2.001510218266205,2.7924597220598995,2.4885982243508304
mp-19087,Na3Co2SbO6,unseen,12,138.28572,4.85835,404.5921,90.7168,36.9138,0.0248,0.0403,0.32084,1.90971,2.7405,2.4247,1.59961,2.41591,3.58593,89.29009,45.22031,12,138.28572210613643,4.858353958798252,404.59209784,5548.783126524722,3050.8593925092546,3400.6505911550985,195.7850116177632,0.283351934045832,1.6740185346792968,4.88442803932133,4.141603233371655
mp-11693,TePt,train,4,94.67213,11.31969,645.368,50.4382,23.3516,0.0152,0.0075,0.29946,1.76939,2.79841,2.42491,2.21332,2.41913,2.65965,52.266247,25.146864,4,94.67213173942828,11.31968572103512,645.3679999999999,2753.0544699908955,1490.4751214745222,1663.293438626588,108.65207695224956,0.2926836516952997,1.7282651884528375,3.283754846540934,2.821214704779934
mp-17677,Nb9PO25,unseen,35,481.50698,4.36981,1267.11618,138.3,55.6255,0.0253,0.0154,0.32267,1.9225,2.73954,2.427,2.02196,2.42719,2.91815,134.21732,47.361145,35,481.5069845258687,4.369813923143006,1267.1161820000002,6720.539801320833,3292.1500756635232,3697.504818436551,140.4487123459332,0.3421341094609267,2.067795787604247,1.8505951619804208,1.653142242846742
mp-14825,Sr2ErCu3(PbO4)2,unseen,16,233.83551,7.63769,1075.5322,87.5675,41.5615,0.0149,0.0341,0.2951,1.74278,2.82104,2.43134,1.76722,2.42279,3.38963,89.876236,45.792717,16,233.8355075233337,7.637690515428942,1075.5322,4445.405242982483,2448.5962369113145,2728.9582475366324,131.87727009758578,0.282230797491585,1.6676784092012302,3.575197194259648,3.026393337696005
mp-4591,SrNb2O6,unseen,36,486.41647,5.04466,1477.71664,128.9531,56.1491,0.012,0.0402,0.30988,1.83568,2.77637,2.43338,1.6429,2.41309,3.56224,135.31761,60.108204,36,486.4164656915932,5.044661080755843,1477.71664,6535.355686636349,3451.841759509117,3858.843242082656,146.08229762346934,0.306543996831433,1.814026311408296,3.151809869532846,2.753055228240654
mp-567412,Y5Sn3,test,16,458.30355,5.80194,1601.3185,60.0249,30.9078,0.0165,0.0605,0.28026,1.65661,2.88617,2.4358,1.34716,2.446,4.46187,68.652794,33.343372,16,458.3035490378709,5.801944882636388,1601.3185,4415.347648284919,2397.275581535225,2674.670938538301,103.2830757030944,0.2909958615541939,1.7182541789049597,2.997641669776048,2.5695757286081524
mp-8269,Lu2CdS4,unseen,14,336.73634,5.82487,1181.21,59.0328,30.3606,0.0098,0.0244,0.28048,1.65786,2.88747,2.43774,1.92961,2.44559,3.08499,60.237896,30.8196,14,336.73633758354214,5.824869889821055,1181.21,4170.877153364416,2300.2253134392004,2563.3540683929323,109.6954162368636,0.2814556822767466,1.6633166423151964,2.9331293429413408,2.479973484139611
mp-10961,La5Si3,unseen,16,451.57598,5.7275,1557.5677,55.3171,29.9983,0.0128,0.0182,0.27036,1.60276,2.9603,2.45873,2.0574,2.45933,2.92782,60.310776,30.546898,16,451.5759765649527,5.727501356498419,1557.5677,4200.142461824667,2309.409543712157,2574.1853634275085,99.89400306421646,0.2833340674866166,1.6739172069264048,2.7794556516412414,2.35669265768557
mp-557722,LaSO,unseen,12,235.85584,5.26543,747.87948,64.4012,30.5263,0.0562,0.0302,0.29534,1.74418,2.85502,2.46136,1.72424,2.45327,3.45627,62.168194,36.24454,12,235.85583730685303,5.265432942275918,747.8794800000001,4580.920882091196,2623.6400996266925,2914.769795810106,140.45329359184643,0.2559280501579445,1.5288653168690736,4.85615840473573,3.93050912005986
mp-558624,Ba3LaRu2O9,unseen,30,460.6964,6.46646,1794.04214,121.4799,54.2288,0.0105,0.0075,0.30571,1.80868,2.82856,2.46851,2.26762,2.47426,2.67279,109.74338,59.61728,30,460.6963983541278,6.466464846267127,1794.04214,5409.599132670348,3036.355479340204,3378.972691457291,130.25356535965585,0.270023127900847,1.6009628341011184,4.200527397699674,3.4868233416019203
mp-867142,Sm2IrPd,unseen,4,86.96316,11.44457,599.357,106.339,32.6018,0.0019,0.0198,0.36092,2.22558,2.77405,2.47058,2.04555,2.48687,3.03035,106.63792,29.430809,4,86.963157329411,11.44456739261108,599.357,3570.2341112165664,1603.6197998403832,1808.7710750764572,121.54815798736364,0.3736313147980387,2.3437979514052927,2.137872741318445,1.8860410240408565
mp-772295,TmClO,unseen,6,112.0566,6.53171,440.77322,39.6081,21.9599,0.0763,0.061,0.26603,1.58,2.99715,2.47083,1.27392,2.46438,4.63798,49.949104,23.67105,6,112.056602289292,6.5317093093194005,440.77322,3532.5910923837505,1903.686057170363,2125.13307812971,131.2351559208475,0.29537282569199,1.7444038693067607,2.73090049997615,2.354463475781146
mp-21279,EuSi,unseen,4,100.77519,5.93359,360.099,40.0202,18.6938,0.0146,0.0312,0.29791,1.75985,2.85863,2.47244,1.82841,2.48118,3.31239,45.379654,23.29259,4,100.77519047741866,5.933587972855395,360.099,3589.1493604965326,1981.2997771473565,2207.782074773254,141.24774963802594,0.2808533908956291,1.659939498369876,4.489083749584595,3.7920557947248152
mp-29039,P3RuO9,unseen,52,777.3178,2.88808,1351.94354,41.2998,35.2184,0.116,0.093,0.168,1.17111,3.73807,2.47265,0.94523,2.4672,5.89591,48.104492,29.81434,52,777.3178022772657,2.888078810506129,1351.943544,5515.482847089247,3212.9804582345405,3564.1832379967764,115.40829608283131,0.2431684973794687,1.4677377466257784,1.8284088024582408,1.4433215164386666
mp-30626,DyZn3,unseen,16,286.37784,8.3202,1434.908,70.2301,37.9352,0.0137,0.0344,0.27113,1.60684,2.985,2.48246,1.77046,2.48944,3.42538,77.6421,42.79572,16,286.3778404850244,8.320199601583557,1434.908,4023.6654565881418,2267.949039517315,2522.9946865608035,113.95841746930736,0.2671800919098397,1.5860108599158682,3.6749492590234327,3.03570441070354
mp-755969,Sr3La4O9,unseen,16,301.42434,5.30226,962.47648,92.3154,38.629,0.0177,0.0351,0.31639,1.87906,2.82406,2.48991,1.73523,2.49803,3.47205,91.46905,43.29418,16,301.4243360499119,5.302258665975639,962.47648,5304.520529453742,2857.4873276894346,3189.9729072423047,141.64593012473304,0.2955901780206206,1.745718494248808,3.903963022470762,3.366760102408484
mp-763313,LiCoSiO4,unseen,14,177.73151,2.95158,315.91459,81.0657,33.224,0.0618,0.0201,0.31971,1.90184,2.82194,2.49465,1.82314,2.49333,3.425,73.85442,29.376186,14,177.73151378013335,2.9515785241428656,315.91459,6188.075719364379,3154.7905884376946,3534.928849497164,187.1841509400079,0.3244027513490526,1.9347683060892265,2.264108963384704,2.008117320479892
mp-6392,NaBePO4,unseen,84,933.06088,2.71164,1523.67976,62.9082,48.6766,0.0274,0.0414,0.19244,1.25725,3.56601,2.50916,1.6988,2.53197,3.66451,79.086136,47.350513,84,933.0608781944492,2.7116448969931266,1523.67975936,7242.094108349433,4178.745658577833,4639.44158982121,141.35318379382284,0.2504443292744002,1.50213505732145,2.3681174070151814,1.8966661451486675
mp-11913,NaPr2IrO6,unseen,20,270.2868,7.28656,1186.03694,124.7707,51.7665,0.0228,0.0316,0.31776,1.88839,2.85355,2.51874,1.82814,2.49684,3.50151,108.47724,56.95965,20,270.28679731434806,7.286558919008661,1186.03693856,5030.913018114175,2795.9049849782587,3113.8665581638834,143.3842988335627,0.2765653636128187,1.636197256481103,4.4353508849782015,3.7216273050237287
mp-29242,Ba3PbO,unseen,5,168.36539,6.2646,635.1804,25.9073,16.3455,0.0578,0.0527,0.23935,1.45017,3.22712,2.52756,1.47903,2.51743,4.09718,34.17231,22.837517,5,168.36538573045777,6.264600442877299,635.1804000000001,3211.771329527828,1909.3157336065296,2114.048950758849,113.98314775530386,0.2267246735742042,1.3941891122409673,5.782431877141587,4.40827096811095
mp-1013584,Ba3BiSb,unseen,5,279.4224,4.41381,742.7214,26.7916,14.4331,0.0308,0.0264,0.27165,1.6096,3.04176,2.53185,1.9215,2.52506,3.31691,21.012764,26.089457,5,279.42239633610365,4.413811914129676,742.7214,3555.5365929185145,2431.2275316326627,2648.832862477353,120.6268615340822,0.0609203025923583,0.8757133063552427,25.34489511311149,12.54675049076825
mp-18759,Mn3O4,train,14,155.51489,4.88636,457.62347,137.8141,47.0223,0.0309,0.0058,0.34682,2.10542,2.86075,2.55642,2.22319,2.55043,2.94619,123.38567,42.16185,14,155.51488923640042,4.886359463849162,457.62347000000005,6062.646390341361,2937.427274138813,3301.087177090582,182.7579223093764,0.3466168282569926,2.103761143808609,2.4328483519462782,2.1740330758325705
mp-12221,CaTeO4,unseen,24,332.54728,4.62739,926.7024,79.165,41.3771,0.0231,0.0661,0.27744,1.641,3.0584,2.56983,1.37801,2.53647,4.81828,65.158676,35.811386,24,332.54728185655193,4.627388718593463,926.7024,4939.611799458383,2781.906785404521,3094.961891148496,132.99869573300143,0.2677475200151368,1.5889780305814194,2.632949512889333,2.177094804772484
mp-1019555,BaNaLi3(BO2)6,unseen,46,501.14251,2.90262,875.99714,57.9963,41.0797,0.0141,0.0556,0.21349,1.33887,3.48422,2.57804,1.53322,2.51016,4.22219,72.82466,43.182167,46,501.1425114226102,2.902622387216176,875.9971385599999,6702.626033162908,3857.0648985042712,4283.303622330201,160.5468007765794,0.2524489519749551,1.5118244676077062,2.9197002809121155,2.3475467764342497
mp-771054,V3(PO4)2,unseen,52,629.5308,3.61652,1371.0689,128.935,60.1734,0.0228,0.0243,0.29807,1.7608,2.99242,2.58865,2.00501,2.59116,3.34481,113.61275,49.43431,52,629.5307996267915,3.616524353278234,1371.068896,7045.583501719066,3697.1625511824304,4134.9212351442,143.63869715997612,0.310000816361575,1.8364539459567009,2.041881836788768,1.7898432128955415
mp-864952,Mg3Ag,train,8,157.95837,3.80097,361.5664,50.9597,23.8845,0.0065,0.0148,0.29732,1.75623,3.00879,2.60041,2.26116,2.60268,3.01795,46.728287,21.306223,8,157.95837480042553,3.800970565614725,361.5664,4446.09217937146,2367.5871817506686,2645.2463895289934,145.68956783588467,0.3020984486516856,1.7858090534350683,2.448576013708499,2.128344292283398
mp-541324,Sr2ErGaCu2O7,unseen,26,344.26283,6.28314,1302.6196,111.1537,52.1258,0.0115,0.004,0.29722,1.75564,3.01202,2.60289,2.45213,2.60166,2.77073,108.47355,53.95475,26,344.26282831852336,6.283137648946566,1302.6196,5358.532602258877,2930.397636843124,3267.720300266808,138.8112640299957,0.2866700617061805,1.693002049110379,3.4204901215624672,2.9143958620329458
mp-18649,MnGeRh,unseen,18,264.50096,8.68186,1382.90127,146.5665,55.9223,0.0103,0.0077,0.33075,1.98078,2.93255,2.61025,2.39379,2.61403,2.84285,157.0371,68.987305,18,264.50095959372106,8.681864862877413,1382.90127,5355.632319210342,2818.8896690630804,3152.011130881234,146.19141469815025,0.308403582991048,1.8260374046460683,4.75674046227772,4.162947658007455
mp-22939,BiClO,test,6,113.58579,7.61466,520.8656,28.1555,20.2812,0.0476,0.0248,0.20957,1.3231,3.57455,2.62087,1.94998,2.62789,3.44812,32.396282,17.725994,6,113.5857853857584,7.614664770939743,520.8656,2712.6175287561914,1525.7378001363986,1697.6116300536212,104.36147863648895,0.2686200406875048,1.5935570833778632,1.986663403998581,1.6451723680871029
mp-15695,YAsPt,train,12,242.8592,9.81616,1435.6458,116.4807,45.0282,0.009,0.0168,0.32878,1.96629,2.94969,2.6229,2.21569,2.62897,3.10201,115.96769,46.173756,12,242.8591980727238,9.81616491757104,1435.6458,4252.734353706971,2168.8358185691977,2430.1209874052342,115.96303883709705,0.3242458630486536,1.9336527586184773,3.1711460831682485,2.812315724537352
mp-24093,CuH,train,4,31.47611,6.81116,129.10788,108.9109,34.7608,0.007,0.0085,0.35576,2.18035,2.9438,2.62713,2.39973,2.63208,2.85658,96.747696,25.707329,4,31.47610950975253,6.811155577502648,129.10788,4385.96597004294,1942.7551814343535,2192.58990854301,206.7475025196695,0.3779523959755391,2.38636003803515,1.553409458801895,1.363883103338359
mp-775264,Li4Ti2Co3O10,unseen,38,354.8114,4.30839,920.58317,124.3646,58.9339,0.0183,0.0059,0.29538,1.74446,3.06251,2.64039,2.39894,2.63957,2.9004,118.32506,63.16409,38,354.8113969490401,4.308385618725704,920.58317,6856.496374401595,3828.933602515289,4262.734967141214,179.26645127160495,0.2734101165843846,1.6190577325640805,3.967546466230564,3.3121123518979005
mp-767972,Li2Fe3NiO8,unseen,14,150.08757,4.07265,368.1056,89.456,38.5143,0.0457,0.0332,0.31175,1.84795,3.0083,2.64141,1.78179,2.63606,3.72589,94.788704,38.444965,14,150.08756624000924,4.072647359147425,368.1056,5988.394256462434,3072.425305075235,3441.2694840871977,192.78814379859,0.3213585258729161,1.9133034669202196,2.7914432135368457,2.4706997619085427
mp-862869,Pa2S3,unseen,10,250.1838,7.41074,1116.53352,76.985,33.4174,0.0208,0.0101,0.3104,1.83904,3.0221,2.65009,2.31759,2.64827,3.01257,67.06676,30.565962,10,250.18380427342333,7.410741622956936,1116.53352,3814.359240932316,2030.898399755352,2269.0947082001912,107.21184486762918,0.3021759163304144,1.7862948718576854,2.808305205269567,2.441243826558279
mp-762371,NbOF3,unseen,20,314.29863,3.50603,663.60396,25.9582,24.2889,0.0726,0.0366,0.14338,1.0925,4.3017,2.66677,1.75919,2.64285,3.86117,29.246859,15.795974,20,314.2986318799631,3.5060295764634923,663.6039584,3788.01268063348,2122.5865812378424,2362.4190236298987,103.44733605041732,0.2711536703124783,1.6069682690959408,1.0194074233924777,0.8478170378529579
mp-5501,Tl(CoS)2,train,5,91.31789,7.02599,386.37969,51.4066,24.4434,0.0065,0.029,0.29478,1.74083,3.11017,2.67942,2.02573,2.68127,3.53978,60.116737,26.060019,5,91.31788934840236,7.025989926621351,386.37969,3674.478064613757,1925.8994040301652,2154.10488851382,142.4157763375058,0.3106197314015363,1.8405153950076605,3.049979075731443,2.6751197934626707
mp-28613,LiBPt3,unseen,15,207.04976,14.50828,1809.012,177.4119,65.1258,0.0209,0.009,0.33647,2.02372,3.01592,2.69057,2.37169,2.69051,3.01919,172.60359,61.115723,15,207.04975605620265,14.508276461478674,1809.012,4184.91763967774,2052.430994024299,2304.99263640169,115.99907112611687,0.341649006131333,2.063963238061456,2.6320918276988965,2.351078069498445
mp-34034,Ba8P5Br,unseen,14,484.83685,4.56678,1333.38881,32.101,22.5529,0.0279,0.0372,0.21538,1.34655,3.62881,2.69672,1.86918,2.69836,3.83404,30.291056,23.732204,14,484.8368520931296,4.566782008229943,1333.38881,3682.641171233569,2279.6275647382417,2513.831072550025,95.26808295030666,0.1893836057585248,1.24599394277208,4.596496070364327,3.2099266676883977
mp-571647,La2PI2,unseen,5,180.65362,5.17127,562.59364,19.3651,14.3177,0.0222,0.0531,0.20342,1.29888,3.74391,2.70537,1.67064,2.72349,4.37356,26.281712,15.05071,5,180.6536194580942,5.171270441573953,562.593642,2993.8021183007954,1706.003290877595,1896.1252411870407,99.86071566534514,0.2595627060793087,1.546979184705115,2.809803498564734,2.289657102819995
mp-15051,Nd(PdO2)2,test,14,175.60906,7.96336,842.1592,153.6002,54.4266,0.0116,0.0039,0.34155,2.06315,3.03056,2.70696,2.55057,2.70853,2.88843,154.18196,47.40824,14,175.60905928415275,7.963360543874909,842.1592,5224.858493396857,2439.9376732316628,2747.1731099440217,146.054048024661,0.3605514484025864,2.2222865235482385,2.1124366985410066,1.8816815423844928
mp-4638,TlCrTe2,unseen,4,116.27467,7.30596,511.5794,23.6216,16.0943,0.0323,0.039,0.22238,1.37567,3.59823,2.71683,1.85046,2.7121,3.9777,30.893465,16.066805,4,116.27466715300376,7.30595581440636,511.5794,2675.951355571515,1482.9490808752762,1651.963607857964,100.76630129491144,0.2783831960419154,1.6461983225618473,2.47317093752783,2.0811765928398684
mp-760467,ThU8O18,unseen,27,369.1451,10.90513,2424.25854,185.9123,73.5845,0.0269,0.0313,0.32517,1.94021,3.07144,2.72549,1.99326,2.73217,3.77476,168.752,70.017944,27,369.1451028336787,10.905131851760505,2424.25854,4902.59158949435,2533.898518537989,2836.759507431102,117.73349203913476,0.3177482759409561,1.8883330758235324,3.015721314864453,2.6618683618461554
mp-783919,Li4MnFe3(PO4)4,unseen,56,610.57914,3.42738,1260.24499,87.9872,54.0638,0.0156,0.0074,0.245,1.4763,3.46933,2.74883,2.51289,2.75009,3.01494,110.75699,54.01199,56,610.5791371791425,3.427378873984599,1260.244986,7302.556711111484,3969.757975663427,4428.703862785025,155.41962772184797,0.2902626038616372,1.7139328867047463,2.541202073308042,2.176138820806195
mp-673070,LiNb(PO4)2,unseen,24,317.21633,3.03394,579.58021,48.2601,32.3339,0.0505,0.0739,0.22616,1.39176,3.61487,2.7524,1.30416,2.8147,5.52248,68.47617,31.349705,24,317.21633030195824,3.033940837915426,579.580208,6028.878265583718,3214.4981013451666,3591.159591691949,156.76871688314552,0.3013983037310252,1.781427623886941,2.0676602913025937,1.7957945763060394
mp-20532,PrSb2Pd,unseen,8,202.80654,8.03792,981.6953,77.1098,32.512,0.0193,0.0773,0.31516,1.87076,3.13243,2.75891,1.27358,2.83431,6.04149,82.38869,29.856155,8,202.806538770624,8.03792328051536,981.6953,3899.04425777732,1927.2808799840705,2163.4866149752274,109.6318573668985,0.3383370433450882,2.038099745319462,2.307857361938205,2.060007027240508
mp-768145,DyHoO3,unseen,30,455.51184,8.2116,2252.57112,131.7909,61.4778,0.016,0.0096,0.29815,1.7613,3.18944,2.75936,2.46984,2.75439,3.08012,125.4069,52.969234,30,455.5118400087212,8.211602908519932,2252.57112,4885.962409509103,2539.790405590731,2842.2970425934845,109.9797640246852,0.3148748497094473,1.868825234597976,2.2555313416733176,1.9860799150236943
mp-1018099,Ba2NCl,unseen,4,113.09701,4.75878,324.1137,36.0355,17.6786,0.0269,0.0308,0.28918,1.70759,3.24777,2.77705,2.00537,2.78205,3.75972,32.835182,15.256867,4,113.0970140964852,4.758776930777895,324.1137,3342.8507908811584,1790.5440600474951,1999.702340472173,123.1094862188348,0.298832500600372,1.7655136749399778,2.4295428779707158,2.1036833003587776
mp-18560,NpPO4F,unseen,28,389.40526,5.98656,1403.87906,81.1845,47.382,0.0455,0.0356,0.25571,1.52778,3.45322,2.79384,1.93441,2.81217,4.0415,77.31739,36.185703,28,389.4052596856737,5.986555061888088,1403.8790608,4579.79249269199,2458.555508875696,2745.308810836891,111.92672845830027,0.2975722191551987,1.7577780266050775,1.7224107413255765,1.4890966914029131
mp-15846,Lu5SbPd2,unseen,16,378.75975,10.60469,2418.87,73.8917,41.0819,0.0068,0.0016,0.26548,1.57715,3.39995,2.80019,2.71821,2.79986,2.88426,80.38285,39.289646,16,378.7597459275452,10.60468590135468,2418.87,3538.339555705922,1924.820138623871,2147.238683379918,88.355907939306,0.289848632505046,1.7115006655331926,2.683342721284521,2.2965532716425927
mp-619128,V6PbO11,unseen,36,414.60312,5.51781,1377.6848,156.3808,66.759,0.0217,0.024,0.31314,1.8572,3.18514,2.8003,2.18487,2.77505,3.59198,161.5032,63.052116,36,414.603123150246,5.517805600871481,1377.6848,6671.244203368515,3380.388662513092,3789.137348673043,151.28854116217354,0.3272739501182464,1.95536598960704,2.627290125238288,2.3342952612934376
mp-676,CaN6,train,14,185.21256,2.22558,248.2364,52.4632,27.3587,0.0206,0.0096,0.27787,1.64337,3.33425,2.80352,2.47868,2.79369,3.14275,59.969936,22.87916,14,185.2125604268848,2.225584698888587,248.2364,6375.9276806913085,3206.2543643330223,3595.6003041326303,187.79807673408013,0.3307662295919866,1.9808938642376936,1.7302949272028665,1.540143085207931
mp-6081,Ba2Ti(SiO4)2,unseen,26,384.01205,4.38202,1013.3744,77.4573,42.6918,0.0335,0.0036,0.26719,1.58606,3.42361,2.82813,2.46515,2.83474,3.22717,75.12072,43.38158,26,384.01204802386815,4.382018197873762,1013.3744,5508.432550931176,3146.41204582194,3496.3521907976287,143.21112838976958,0.2578646160761739,1.5384764022822974,3.735869422332355,3.03474639967201
mp-642725,CaHClO,unseen,8,127.22649,2.41559,185.07668,37.8019,20.5846,0.035,0.037,0.26956,1.59851,3.41601,2.83336,1.93572,2.84024,4.15497,34.77207,20.674417,8,127.22648519001572,2.4155902556531728,185.07668,5080.011038684136,2925.53303518278,3248.6155848591275,192.30136072818485,0.2518883824371288,1.5091055029104845,3.874753181627703,3.1120745819300533
mp-765943,Li3V2(O2F)2,unseen,22,228.82646,3.26119,449.40081,96.9955,44.3053,0.0253,0.0502,0.30179,1.78388,3.26883,2.84032,1.72797,2.82168,4.549,87.6053,50.253963,22,228.8264599059925,3.261194564498266,449.4008128,6885.433240548692,3925.516480193232,4362.809692442526,212.36065963279043,0.2592200783251784,1.5452578501771668,5.320802733245412,4.333090651182147
mp-27063,Li2CuPO4,unseen,16,169.20336,3.38381,344.79872,66.6693,35.1804,0.0485,0.039,0.27562,1.63105,3.4004,2.84892,1.90229,2.831,4.23173,76.104256,28.38972,16,169.2033557297273,3.383808492724665,344.798724,5803.206493855772,2896.527616568858,3249.698451078007,174.9242214936053,0.3341091939482872,2.0058325303037985,1.6046424007453666,1.4303552927816183
mp-466,Nb2F5,unseen,21,280.38576,4.98906,842.41433,71.9614,40.8581,0.0361,0.0644,0.26129,1.5557,3.48632,2.84991,1.50146,2.81291,5.22284,79.70209,49.812103,21,280.38575846858174,4.989061896375649,842.414328,5411.812582933388,3159.78835267798,3504.455424516968,159.40860709945397,0.241386620461195,1.4594931405051463,5.357662814254216,4.213894931018999
mp-631427,CuIrBr,unseen,3,54.38946,10.24809,335.667,104.6027,31.8666,0.1202,0.0466,0.36172,2.23272,3.20889,2.85669,1.43013,2.88537,5.50161,90.59614,24.649881,3,54.389462569391874,10.248091106545417,335.66700000000003,3470.933573001689,1550.907613165046,1749.7079757838676,137.4898144870109,0.3752697521792069,2.359787773659476,1.9470442102708885,1.7147468493998788
mp-753181,SrCu2O3,train,12,165.60605,5.26841,525.4204,86.9646,38.3905,0.0097,0.0218,0.30759,1.82076,3.27247,2.86157,2.27472,2.84924,3.54313,90.53871,37.92773,12,165.60605277650365,5.268413123673957,525.4204,5175.323269927007,2683.110242109912,3003.2056491039825,162.8181742705106,0.3162083005633208,1.877838322420283,3.0140630409512625,2.6570313775133485
mp-977165,Li3Co,unseen,8,107.50888,2.46376,159.51239,31.1146,19.6669,0.0922,0.0855,0.23896,1.44837,3.66464,2.86788,1.21246,2.9295,6.46651,44.5409,30.337479,8,107.50887695368252,2.463764510217321,159.51238999999998,5873.359082162989,3509.0547491492875,3883.467784838935,243.154031969538,0.2224556887456323,1.3759854545545964,7.807431427604193,5.895941519741001
mp-10900,U2Al3Os,unseen,12,219.88849,11.2858,1494.46487,130.9029,50.9611,0.0162,0.0478,0.32771,1.9585,3.23076,2.87117,1.80584,2.869,4.6095,123.68074,77.79845,12,219.8884851309275,11.285799276586443,1494.4648716000002,4488.906198444038,2625.544007296943,2911.4717008097537,143.61119225582087,0.2400020132433472,1.4531342159401557,11.322902940300276,8.880287026497239
mp-863717,Pm2NiRu,test,4,83.06082,8.9916,449.7634,102.027,32.6226,0.0223,0.0207,0.35553,2.17832,3.22517,2.87844,2.26766,2.87459,3.58401,85.72239,30.743118,4,83.06082028093142,8.991600311004277,449.7634,3753.984295544317,1849.0789780784403,2076.113099980298,141.66486340335194,0.3398296938260235,2.0496911383390035,3.346812928698565,2.9884559580345966
mp-26477,LiCuPO4,unseen,7,84.50863,3.25115,165.45836,66.5773,27.7952,0.0777,0.0477,0.31676,1.88157,3.28396,2.89628,1.63243,2.87005,5.07349,85.19331,26.95208,7,84.50862919791382,3.2511481607051165,165.458362,6103.886467633484,2879.2392958492155,3240.189379993533,219.82643600844588,0.3569078386421013,2.190264999541017,2.288815737436053,2.0418494875010724
mp-772997,Li8Ti7Nb6O30,unseen,51,569.12013,4.16657,1428.01728,139.6417,67.2158,0.0133,0.0095,0.2926,1.72779,3.37503,2.89933,2.60254,2.8929,3.20522,136.69614,61.31299,51,569.1201250206525,4.166569376626455,1428.01728,7240.749322159932,3836.073616051343,4287.479989887453,154.03189865580563,0.3049019607843136,1.803523035230352,2.689765295959206,2.345332181669426
mp-772180,LuScO3,unseen,30,391.53429,6.81769,1607.52667,157.4368,66.3634,0.0037,0.0263,0.3152,1.87104,3.29249,2.89999,2.24085,2.89615,3.78621,151.88745,63.42034,30,391.5342909835817,6.817693634141691,1607.526672,5889.100907030648,3049.969857935636,3414.064032654057,138.9392460739827,0.3167334161733007,1.881406545843896,3.0408492941518404,2.681821416507893
