mb_id,formula,n_sites,K_VRH,G_VRH,source
mb-06674,SiC,42,212.99999999999997,187.00000000000003,matbench
mb-06675,FePO4,6,17.0,12.999999999999998,matbench
mb-06676,AlFe3,4,174.00000000000009,74.00000000000001,matbench
mb-06677,TaAgS3,10,77.0,32.00000000000001,matbench
mb-06678,NdSe2,12,63.0,36.0,matbench
mb-06679,NbSe2,3,22.0,12.999999999999998,matbench
mb-06680,HoGa3,8,70.99999999999999,46.0,matbench
mb-06681,WO3,8,197.0,101.0,matbench
mb-06682,Sr2Co(ClO)2,7,63.0,37.0,matbench
mb-06683,KMnF3,10,59.00000000000001,27.000000000000004,matbench
mb-06684,WO3,32,194.0,82.0,matbench
mb-06685,KLiSO4,14,35.0,19.0,matbench
mb-06686,ZrI2,12,11.000000000000002,7.999999999999999,matbench
mb-06687,Li2ZnSi,16,46.0,42.00000000000001,matbench
mb-06688,VPd3,4,178.00000000000003,76.0,matbench
mb-06689,RbTiBr3,10,16.0,7.0,matbench
mb-06690,HfZn,2,105.00000000000004,45.00000000000001,matbench
mb-06691,TiH,8,128.0,32.00000000000001,matbench
mb-06692,NbSe2,12,22.0,12.999999999999998,matbench
mb-06693,KAuCl4,24,7.0,3.0,matbench
mb-06694,ScCrC2,8,209.0000000000001,133.0,matbench
mb-06695,Cs2NaSbCl6,10,20.000000000000004,11.000000000000002,matbench
mb-06696,Sc2IrRh,4,152.00000000000003,67.0,matbench
mb-06697,Li5Mg,6,17.0,7.999999999999999,matbench
mb-06698,Li2MnP2O7,96,62.0,35.0,matbench
mb-06699,SiC,16,214.00000000000009,187.00000000000003,matbench
mb-06700,LaAgO2,4,107.0,20.000000000000004,matbench
mb-06701,TaSe2,3,31.0,13.999999999999998,matbench
mb-06702,Li2HgAu,4,57.00000000000001,12.000000000000002,matbench
mb-06703,LiHS,12,26.0,10.0,matbench
mb-06704,CeCd3,4,68.99999999999999,27.000000000000004,matbench
mb-06705,Mg3Au,24,57.00000000000001,30.0,matbench
mb-06706,WSe2,12,17.999999999999996,12.999999999999998,matbench
mb-06707,Ag2MoO4,14,68.00000000000001,5.000000000000001,matbench
mb-06708,PrGe,8,63.0,47.00000000000001,matbench
mb-06709,SiTc2W,4,277.99999999999994,97.0,matbench
mb-06710,Sm2TlAg,4,47.99999999999999,12.000000000000002,matbench
mb-06711,RbAlF4,12,42.00000000000001,29.0,matbench
mb-06712,Na2Ti3O7,24,96.0,42.00000000000001,matbench
mb-06713,ZnCuAu2,4,124.99999999999994,23.999999999999996,matbench
mb-06714,HgI2,6,4.0,3.0,matbench
mb-06715,BaZrO3,10,143.00000000000003,88.00000000000001,matbench
mb-06716,ScCuO2,4,135.0,46.0,matbench
mb-06717,Fe2O3,10,192.00000000000003,85.99999999999999,matbench
mb-06718,YCuO2,8,114.00000000000004,35.0,matbench
mb-06719,LuZnPd2,4,105.00000000000004,11.000000000000002,matbench
mb-06720,Na4Br2O,7,26.0,17.0,matbench
mb-06721,MoS2,6,26.0,17.999999999999996,matbench
mb-06722,Er(Al2Mo)2,7,132.00000000000006,84.99999999999999,matbench
mb-06723,Zr3O,8,132.00000000000006,56.00000000000001,matbench
mb-06724,Ag3PO4,16,75.00000000000001,12.999999999999998,matbench
mb-06725,LiSiBO4,7,83.00000000000001,68.00000000000001,matbench
mb-06726,Li3In,4,25.000000000000007,12.000000000000002,matbench
mb-06727,MnP4,10,138.0,114.00000000000004,matbench
mb-06728,TbTmHg2,4,67.0,22.0,matbench
mb-06729,Ba(NiP2)2,7,100.0,39.99999999999999,matbench
mb-06730,Bi2WO6,36,67.0,48.99999999999999,matbench
mb-06731,SmTe2,6,54.000000000000014,22.0,matbench
mb-06732,KRb2CrF6,10,36.0,27.000000000000004,matbench
mb-06733,BaYMn2O5,9,138.99999999999997,66.00000000000001,matbench
mb-06734,SmAgO2,4,105.00000000000004,26.0,matbench
mb-06735,V2P,12,207.00000000000003,102.0,matbench
mb-06736,CuS,12,79.99999999999999,25.000000000000007,matbench
mb-06737,GaSe,4,13.999999999999998,9.0,matbench
mb-06738,AlCuO2,8,181.99999999999997,77.0,matbench
mb-06739,LiTm2Al,4,54.000000000000014,31.0,matbench
mb-06740,Cr3Se4,7,66.00000000000001,34.0,matbench
mb-06741,WO3,16,193.00000000000009,66.00000000000001,matbench
mb-06742,Ti2Sn,6,115.00000000000004,60.0,matbench
mb-06743,CaBr2,6,25.000000000000007,10.0,matbench
mb-06744,WO3,32,63.0,47.99999999999999,matbench
mb-06745,SmGa5Co,7,72.00000000000001,52.99999999999999,matbench
mb-06746,Ti3Pd5,8,161.99999999999994,44.0,matbench
mb-06747,NiTe,4,36.0,17.0,matbench
mb-06748,MgAu3,80,111.00000000000004,32.00000000000001,matbench
mb-06749,BaTiO3,5,97.0,55.00000000000001,matbench
mb-06750,BeF2,9,20.000000000000004,25.000000000000007,matbench
mb-06751,Ga3Pd7,10,149.0,48.99999999999999,matbench
mb-06752,K2Na4Ge2O7,60,46.0,23.0,matbench
mb-06753,SrMgIn3,5,36.0,22.0,matbench
mb-06754,Mn3PtN,5,173.00000000000003,77.0,matbench
mb-06755,Ca3Au,16,26.0,11.000000000000002,matbench
mb-06756,TaSe2,12,23.0,13.999999999999998,matbench
mb-06757,Mg5Rh2,28,70.99999999999999,32.00000000000001,matbench
mb-06758,ZnS,20,70.00000000000001,34.0,matbench
mb-06759,SrZrS3,20,70.00000000000001,36.0,matbench
mb-06760,CoAsS,6,134.00000000000003,95.0,matbench
mb-06761,CuSe,12,64.99999999999999,15.000000000000004,matbench
mb-06762,Li2FeSiO4,16,88.00000000000001,44.0,matbench
mb-06763,SrTiO3,10,168.0,102.0,matbench
mb-06764,BN,4,102.99999999999996,75.00000000000001,matbench
mb-06765,Ca3GeO,5,47.00000000000001,46.0,matbench
mb-06766,Li8ZrO6,15,93.99999999999996,63.99999999999999,matbench
mb-06767,CdSbAu,3,70.99999999999999,13.999999999999998,matbench
mb-06768,AlF3,4,126.0,77.0,matbench
mb-06769,Ta2TcW,4,249.99999999999997,118.99999999999996,matbench
mb-06770,Al4W,15,117.0,77.0,matbench
mb-06771,LaF3,24,101.0,37.99999999999999,matbench
mb-06772,DyAlZn,6,66.00000000000001,50.99999999999999,matbench
mb-06773,GeO2,12,23.0,25.000000000000007,matbench
mb-06774,ReO3,24,243.0,126.0,matbench
mb-06775,CrCuO2,8,154.0,58.00000000000001,matbench
mb-06776,HfPt3,16,232.99999999999997,106.00000000000004,matbench
mb-06777,ZrInNi4,6,160.99999999999994,64.99999999999999,matbench
mb-06778,ThGaAu2,4,108.00000000000004,7.0,matbench
mb-06779,NaN3,4,26.0,7.999999999999999,matbench
mb-06780,PbI2,3,4.0,2.0,matbench
mb-06781,SiC,2,211.0,187.00000000000003,matbench
mb-06782,MgH2,12,47.99999999999999,33.0,matbench
mb-06783,Sn(HgSe2)2,7,13.999999999999998,13.999999999999998,matbench
mb-06784,TaZn2,24,152.00000000000003,89.0,matbench
mb-06785,Li2CuGe,8,40.99999999999999,29.0,matbench
mb-06786,NaN3,4,30.0,13.999999999999998,matbench
mb-06787,MgPd5,6,141.99999999999994,45.00000000000001,matbench
mb-06788,Zn(InSe2)2,7,30.0,17.0,matbench
mb-06789,Li,3,12.000000000000002,6.0,matbench
mb-06790,SrTiO3,5,173.00000000000003,109.99999999999996,matbench
mb-06791,ZrNCl,6,25.000000000000007,12.000000000000002,matbench
mb-06792,PbI2,6,4.0,2.0,matbench
mb-06793,TiOF,3,188.00000000000009,96.0,matbench
mb-06794,ZnCl2,12,7.0,5.000000000000001,matbench
mb-06795,Ca5Sb3,16,36.0,26.0,matbench
mb-06796,CuI,4,9.0,6.0,matbench
mb-06797,Hf3(CuSi)4,11,153.00000000000003,83.00000000000001,matbench
mb-06798,ScNbTc2,4,186.00000000000009,66.00000000000001,matbench
mb-06799,Al(CoSi)2,5,175.0,96.0,matbench
mb-06800,ZnAg,2,91.0,23.0,matbench
mb-06801,NiF2,6,107.0,45.00000000000001,matbench
mb-06802,Hf2Tl,3,126.0,28.0,matbench
mb-06803,Pr2AgHg,4,54.000000000000014,17.999999999999996,matbench
mb-06804,Ti2VIr,4,179.00000000000006,75.00000000000001,matbench
mb-06805,ReO3,16,239.99999999999997,124.99999999999994,matbench
mb-06806,LiInSe2,16,30.0,13.999999999999998,matbench
mb-06807,NbS2,3,23.999999999999996,13.999999999999998,matbench
mb-06808,Ca3Al2(SiO4)3,80,154.0,97.0,matbench
mb-06809,MgTe,2,33.0,12.000000000000002,matbench
mb-06810,Ti2OsRu,4,231.00000000000009,122.00000000000004,matbench
mb-06811,LuPaOs2,4,161.99999999999994,32.00000000000001,matbench
mb-06812,TlCuF3,5,67.0,23.999999999999996,matbench
mb-06813,CdP2,12,54.000000000000014,28.0,matbench
mb-06814,BaSi,4,34.0,20.000000000000004,matbench
mb-06815,Li,1,13.999999999999998,5.000000000000001,matbench
mb-06816,BaNiF4,12,59.00000000000001,27.000000000000004,matbench
mb-06817,TaCo3,12,247.00000000000003,124.99999999999994,matbench
mb-06818,WO3,16,192.00000000000003,89.0,matbench
mb-06819,ZnS,12,70.00000000000001,33.0,matbench
mb-06820,Ce2MgCu2,10,47.99999999999999,21.0,matbench
mb-06821,LiMgN,12,96.0,78.99999999999999,matbench
mb-06822,MoS2,6,25.000000000000007,17.0,matbench
mb-06823,US2,9,90.00000000000003,39.99999999999999,matbench
mb-06824,HfNi3,12,181.00000000000003,83.00000000000001,matbench
mb-06825,Fe13Co3,16,184.0,92.0,matbench
mb-06826,Sc3RhC4,16,178.00000000000003,117.0,matbench
mb-06827,NaCaAu2,4,34.0,9.0,matbench
mb-06828,La3Te4,14,50.99999999999999,23.0,matbench
mb-06829,Cu3Pd,28,148.00000000000003,54.000000000000014,matbench
mb-06830,YErZn2,4,67.0,33.0,matbench
mb-06831,HoTmTl2,4,56.00000000000001,17.999999999999996,matbench
mb-06832,CoAuO2,4,148.00000000000003,47.00000000000001,matbench
mb-06833,LiMnO2,4,102.0,63.0,matbench
mb-06834,SmYZn2,4,56.00000000000001,23.0,matbench
mb-06835,AgI,4,25.000000000000007,6.0,matbench
mb-06836,Ba2ZrS4,7,56.00000000000001,28.0,matbench
mb-06837,YbCuGe,6,45.00000000000001,33.0,matbench
mb-06838,Ho,3,42.00000000000001,28.0,matbench
mb-06839,SnO,8,34.0,21.0,matbench
mb-06840,InAu3,8,108.00000000000004,16.0,matbench
mb-06841,Cr2B,6,288.99999999999994,185.0,matbench
mb-06842,RbAlF4,6,56.00000000000001,29.0,matbench
mb-06843,FeCuO2,8,144.00000000000003,49.99999999999999,matbench
mb-06844,Er2IrRu,4,131.00000000000006,59.00000000000001,matbench
mb-06845,Li15Si4,38,30.0,21.0,matbench
mb-06846,SrHg2,3,20.000000000000004,10.0,matbench
mb-06847,La5Si4,36,58.00000000000001,28.0,matbench
mb-06848,Si5Rh4,18,181.00000000000003,90.00000000000003,matbench
mb-06849,NbIr3,4,312.9999999999999,204.0,matbench
mb-06850,ZrCu5,6,136.99999999999997,56.00000000000001,matbench
mb-06851,NdMnSi2,8,109.99999999999996,74.00000000000001,matbench
mb-06852,Rb2TeBr6,9,17.0,5.000000000000001,matbench
mb-06853,LiErIn2,4,50.99999999999999,20.000000000000004,matbench
mb-06854,CdSe,4,44.0,15.000000000000004,matbench
mb-06855,TbYTl2,4,52.00000000000001,17.0,matbench
mb-06856,SiC,10,212.99999999999997,187.00000000000003,matbench
mb-06857,MoSe2,3,12.000000000000002,7.999999999999999,matbench
mb-06858,YbPrAu2,4,64.99999999999999,23.0,matbench
mb-06859,Mo(WSe3)2,9,16.0,12.000000000000002,matbench
mb-06860,TiNi,4,152.00000000000003,37.99999999999999,matbench
mb-06861,TlCu4S3,8,46.0,16.0,matbench
mb-06862,YCuO2,4,132.00000000000006,32.00000000000001,matbench
mb-06863,Fe2P,9,215.9999999999999,89.0,matbench
mb-06864,TlPd3,4,133.0,38.99999999999999,matbench
mb-06865,V2OF5,8,21.0,37.0,matbench
mb-06866,TlCuS2,8,57.00000000000001,23.0,matbench
mb-06867,Ce3Ga,4,46.0,27.000000000000004,matbench
mb-06868,LiScHg2,4,56.00000000000001,17.999999999999996,matbench
mb-06869,DyYCd2,4,60.0,23.999999999999996,matbench
mb-06870,Rb2NbCl6,9,10.0,4.0,matbench
mb-06871,Ti(SnO2)2,28,63.99999999999999,16.0,matbench
mb-06872,RbCu3S2,12,42.99999999999999,20.000000000000004,matbench
mb-06873,MgInNi2,4,103.99999999999996,40.99999999999999,matbench
mb-06874,BeSiN2,8,231.00000000000009,176.00000000000006,matbench
mb-06875,SmB2Ru3,6,214.00000000000009,100.0,matbench
mb-06876,AlTlF4,12,45.00000000000001,21.0,matbench
mb-06877,GaS,8,17.0,11.000000000000002,matbench
mb-06878,CdI2,9,6.0,3.0,matbench
mb-06879,LiC6,7,152.00000000000003,118.00000000000004,matbench
mb-06880,Na3As,8,22.0,13.999999999999998,matbench
mb-06881,Li2CaGe,4,37.99999999999999,28.0,matbench
mb-06882,CdS,2,52.99999999999999,17.0,matbench
mb-06883,TbCd3,8,54.000000000000014,23.0,matbench
mb-06884,Ce,2,39.99999999999999,37.99999999999999,matbench
mb-06885,CeSiHRu,8,101.0,61.000000000000014,matbench
mb-06886,C,4,122.00000000000004,96.0,matbench
mb-06887,LaAgSO,8,73.0,33.0,matbench
mb-06888,SrYSi4N7,26,170.99999999999991,102.0,matbench
mb-06889,Li7Sn3,20,31.0,23.0,matbench
mb-06890,CuO,4,146.00000000000003,25.000000000000007,matbench
mb-06891,Hf2CoIr,4,189.99999999999997,39.99999999999999,matbench
mb-06892,Y2CuIr,4,101.0,37.99999999999999,matbench
mb-06893,CrNi3,4,222.0000000000001,105.00000000000004,matbench
mb-06894,PNO,6,54.000000000000014,54.000000000000014,matbench
mb-06895,BaCuF4,12,54.000000000000014,19.0,matbench
mb-06896,EuTiO3,5,114.00000000000004,96.0,matbench
mb-06897,Be2CuRu,4,184.0,99.0,matbench
mb-06898,Si5Pt6,22,181.00000000000003,68.99999999999999,matbench
mb-06899,FeSO4,12,73.0,38.99999999999999,matbench
mb-06900,Na,1,7.999999999999999,3.0,matbench
mb-06901,RbNdTe4,12,23.0,13.999999999999998,matbench
mb-06902,YCdPt2,4,114.00000000000004,19.0,matbench
mb-06903,InSe,8,10.0,7.0,matbench
mb-06904,Mn(ReO4)2,11,20.000000000000004,11.000000000000002,matbench
mb-06905,ZnS,8,68.99999999999999,33.0,matbench
mb-06906,PrNdTl2,4,50.99999999999999,17.0,matbench
mb-06907,V2O3F,12,108.00000000000004,54.000000000000014,matbench
mb-06908,SiO2,12,26.0,33.0,matbench
mb-06909,SrSi2,12,58.00000000000001,31.0,matbench
mb-06910,NaTaO3,20,130.00000000000006,97.0,matbench
mb-06911,BaSb2,6,26.0,15.000000000000004,matbench
mb-06912,CrCl3,8,16.0,6.0,matbench
mb-06913,PdAu3,4,141.99999999999994,21.0,matbench
mb-06914,TbTe,2,62.0,20.000000000000004,matbench
mb-06915,WO3,16,199.00000000000009,101.0,matbench
mb-06916,SmAsS,12,79.99999999999999,52.99999999999999,matbench
mb-06917,CaAlSi,18,56.00000000000001,38.99999999999999,matbench
mb-06918,Sb2S2O,20,12.999999999999998,11.000000000000002,matbench
mb-06919,MnP4,40,136.99999999999997,115.00000000000004,matbench
mb-06920,LiCrN2,16,84.99999999999999,47.99999999999999,matbench
mb-06921,WO3,8,228.00000000000009,124.99999999999994,matbench
mb-06922,PrAl2Ni3,6,115.00000000000004,59.00000000000001,matbench
mb-06923,Al5Mo,12,121.00000000000006,93.99999999999996,matbench
mb-06924,Ni3Pt,4,205.99999999999997,92.0,matbench
mb-06925,CdI2,6,6.0,3.0,matbench
mb-06926,AlPt2,12,204.99999999999997,58.00000000000001,matbench
mb-06927,Ba2RuO4,7,70.99999999999999,47.00000000000001,matbench
mb-06928,Ag2HgI4,7,13.999999999999998,6.0,matbench
mb-06929,NaCrS2,4,60.0,37.0,matbench
mb-06930,CaSi2,3,63.0,47.00000000000001,matbench
mb-06931,BiPd2Pb,8,83.99999999999999,23.0,matbench
mb-06932,Ho(TiGa2)2,7,93.99999999999996,60.0,matbench
mb-06933,Rb4Br2O,7,17.999999999999996,7.999999999999999,matbench
mb-06934,Ba2YTaO6,10,138.0,81.0,matbench
mb-06935,MgCl2,3,10.0,6.0,matbench
mb-06936,InCl,4,9.0,5.000000000000001,matbench
mb-06937,ScCdCu2,4,109.00000000000004,36.0,matbench
mb-06938,LaPrHg2,4,49.99999999999999,15.000000000000004,matbench
mb-06939,ZnS,10,70.00000000000001,33.0,matbench
mb-06940,Na2FeO3,12,85.99999999999999,42.00000000000001,matbench
mb-06941,CuI,2,36.0,15.000000000000004,matbench
mb-06942,Sn7Ir5,12,135.0,58.00000000000001,matbench
mb-06943,VPt,4,243.0,140.99999999999991,matbench
mb-06944,VO2,6,232.99999999999997,118.00000000000004,matbench
mb-06945,UTeP,6,63.99999999999999,45.00000000000001,matbench
mb-06946,DyLuMg2,4,38.99999999999999,17.999999999999996,matbench
mb-06947,Fe3Sn2,10,105.00000000000004,57.00000000000001,matbench
mb-06948,Te2Pd3,10,97.0,23.999999999999996,matbench
mb-06949,AgI,2,28.0,6.0,matbench
mb-06950,RbMgF3,5,64.99999999999999,42.00000000000001,matbench
mb-06951,PtRh3,4,273.0,124.00000000000004,matbench
mb-06952,Rb2Pd3S4,9,20.000000000000004,7.0,matbench
mb-06953,MgSeO4,12,59.00000000000001,39.99999999999999,matbench
mb-06954,Ca3Cd2,20,29.0,15.000000000000004,matbench
mb-06955,Ge3N4,14,175.0,79.99999999999999,matbench
mb-06956,AlTlF4,6,59.00000000000001,25.000000000000007,matbench
mb-06957,ZnCuPt2,4,211.9999999999999,50.99999999999999,matbench
mb-06958,Fe2P2O7,11,76.0,36.0,matbench
mb-06959,InCl,4,10.0,5.000000000000001,matbench
mb-06960,DyYTl2,4,52.99999999999999,17.0,matbench
mb-06961,ZrNi5,6,184.0,85.99999999999999,matbench
mb-06962,YMn12,13,150.99999999999994,88.00000000000001,matbench
mb-06963,PrErIn2,4,56.00000000000001,22.0,matbench
mb-06964,LiSm2Ru,4,63.99999999999999,25.000000000000007,matbench
mb-06965,HfZnPt2,4,211.9999999999999,32.00000000000001,matbench
mb-06966,Te,3,22.0,15.000000000000004,matbench
mb-06967,Y2Si2Rh,10,106.00000000000004,63.0,matbench
mb-06968,MnSeO4,12,77.99999999999999,28.0,matbench
mb-06969,Sm2AgRu,4,86.99999999999999,27.000000000000004,matbench
mb-06970,AgClO3,20,32.00000000000001,7.0,matbench
mb-06971,SmYTl2,4,48.99999999999999,17.999999999999996,matbench
mb-06972,Li2NiO2,10,114.00000000000004,73.0,matbench
mb-06973,Nb3TeI7,11,12.000000000000002,7.999999999999999,matbench
mb-06974,YAl3,12,72.00000000000001,49.99999999999999,matbench
mb-06975,Zr(FeSi)2,5,182.99999999999991,88.00000000000001,matbench
mb-06976,LaTe2,6,48.99999999999999,22.0,matbench
mb-06977,Li2CuSb,4,52.99999999999999,34.0,matbench
mb-06978,NbPd3,4,200.00000000000003,83.99999999999999,matbench
mb-06979,SbO2,12,97.0,67.0,matbench
mb-06980,PmYMg2,4,40.99999999999999,20.000000000000004,matbench
mb-06981,Cu2GeSe3,12,60.0,26.0,matbench
mb-06982,Li,2,13.999999999999998,6.0,matbench
mb-06983,DySi,4,92.0,63.99999999999999,matbench
mb-06984,NbPt3,16,249.99999999999997,100.0,matbench
mb-06985,HoSi,4,92.0,66.00000000000001,matbench
mb-06986,ScAgSe2,4,62.0,19.0,matbench
mb-06987,ErSF,6,115.00000000000004,58.00000000000001,matbench
mb-06988,ScF3,4,91.0,40.99999999999999,matbench
mb-06989,BaTb2NiO5,9,130.00000000000006,68.00000000000001,matbench
mb-06990,Pr2TlAg,4,50.99999999999999,13.999999999999998,matbench
mb-06991,CaCO3,20,75.00000000000001,32.00000000000001,matbench
mb-06992,Ni3Sn,4,162.99999999999994,76.0,matbench
mb-06993,AlPd,8,148.00000000000003,64.99999999999999,matbench
mb-06994,KNbO3,5,105.00000000000004,68.00000000000001,matbench
mb-06995,SmCuSeO,8,77.0,37.0,matbench
mb-06996,LiCa2Ir,4,47.99999999999999,25.000000000000007,matbench
mb-06997,DyFe5,6,85.99999999999999,64.99999999999999,matbench
mb-06998,CaVO3,20,159.99999999999991,81.0,matbench
mb-06999,CaYHg2,4,72.00000000000001,33.0,matbench
mb-07000,Hg,3,7.999999999999999,4.0,matbench
mb-07001,KFeSe2,8,17.999999999999996,7.999999999999999,matbench
mb-07002,AlPO4,12,9.0,31.0,matbench
mb-07003,Rb2PbO3,12,37.0,16.0,matbench
mb-07004,Ni2Ge,12,168.0,44.0,matbench
mb-07005,ZrI3,8,3.0,3.0,matbench
mb-07006,Al2FeCo,4,181.00000000000003,117.0,matbench
mb-07007,HfAl,4,117.0,74.00000000000001,matbench
mb-07008,Cd2As3I,12,35.0,17.999999999999996,matbench
mb-07009,Sc3IrC4,16,189.99999999999997,122.00000000000004,matbench
mb-07010,MnCo,2,194.99999999999991,99.0,matbench
mb-07011,NiAs,4,134.00000000000003,46.0,matbench
mb-07012,PrYMg2,4,36.0,20.000000000000004,matbench
mb-07013,V2NiS4,7,101.0,59.00000000000001,matbench
mb-07014,Li6IrN4,22,82.0,59.00000000000001,matbench
mb-07015,LiHO,6,47.99999999999999,19.0,matbench
mb-07016,UGePt,6,128.99999999999994,48.99999999999999,matbench
mb-07017,CuBr,4,7.0,5.000000000000001,matbench
mb-07018,LiFeF4,12,37.99999999999999,25.000000000000007,matbench
mb-07019,CaAl2O4,56,74.00000000000001,42.99999999999999,matbench
mb-07020,AlGeRu2,4,219.00000000000009,93.0,matbench
mb-07021,ErAl3,4,78.99999999999999,63.99999999999999,matbench
mb-07022,BaTiO3,5,103.99999999999996,68.99999999999999,matbench
mb-07023,Ca3CoN3,14,78.99999999999999,45.00000000000001,matbench
mb-07024,La3GaO6,20,112.99999999999994,44.0,matbench
mb-07025,InGaO3,10,170.00000000000006,74.00000000000001,matbench
mb-07026,HoLuMg2,4,37.99999999999999,21.0,matbench
mb-07027,ZrS,4,118.99999999999996,44.0,matbench
mb-07028,PmHoMg2,4,38.99999999999999,20.000000000000004,matbench
mb-07029,NbFe2,12,195.99999999999997,86.99999999999999,matbench
mb-07030,Na3Tl,4,2.0,7.999999999999999,matbench
mb-07031,Si2NiP3,6,105.00000000000004,56.00000000000001,matbench
mb-07032,CuNiSb2,4,92.0,37.99999999999999,matbench
mb-07033,SnO2,6,171.99999999999991,85.99999999999999,matbench
mb-07034,PmDyMg2,4,35.0,22.0,matbench
mb-07035,MoC,2,350.0,239.99999999999997,matbench
mb-07036,CoSO4,12,73.0,39.99999999999999,matbench
mb-07037,Ba2Mn3(AsO)2,9,49.99999999999999,37.0,matbench
mb-07038,CeAgAs2,8,83.00000000000001,44.0,matbench
mb-07039,AlBPbO4,28,77.99999999999999,47.00000000000001,matbench
mb-07040,YMgCu,9,60.0,22.0,matbench
mb-07041,LiMnO2,16,102.0,66.00000000000001,matbench
mb-07042,CaNi5,6,124.99999999999994,64.99999999999999,matbench
mb-07043,ZnCu2GeSe4,8,47.00000000000001,27.000000000000004,matbench
mb-07044,Li3Pt,4,59.00000000000001,21.0,matbench
mb-07045,Li2CrFeO4,8,114.00000000000004,75.00000000000001,matbench
mb-07046,U(NiP)2,5,189.99999999999997,54.000000000000014,matbench
mb-07047,CaAl2(SiO4)2,52,83.00000000000001,40.99999999999999,matbench
mb-07048,Na2CoP2O7,48,42.00000000000001,25.000000000000007,matbench
mb-07049,SmLuIn2,4,57.00000000000001,17.0,matbench
mb-07050,BaFeF4,12,52.00000000000001,22.0,matbench
mb-07051,Co3Se4,14,95.0,38.99999999999999,matbench
mb-07052,ZnS,6,68.99999999999999,33.0,matbench
mb-07053,Ca2B4Rh5,11,144.00000000000003,81.0,matbench
mb-07054,NaS,12,26.0,12.000000000000002,matbench
mb-07055,Yb,3,15.000000000000004,10.0,matbench
mb-07056,Cu2GeTe3,12,47.99999999999999,22.0,matbench
mb-07057,RbScO2,4,95.0,58.00000000000001,matbench
mb-07058,Al7CoCu2,40,109.99999999999996,63.0,matbench
mb-07059,CuSbPbS3,24,21.0,12.999999999999998,matbench
mb-07060,LiCuF2,4,55.00000000000001,25.000000000000007,matbench
mb-07061,ScFeSi,12,138.99999999999997,62.0,matbench
mb-07062,TiCo2,6,168.0,93.99999999999996,matbench
mb-07063,ReO2,12,277.00000000000006,150.99999999999994,matbench
mb-07064,YHoCd2,4,62.0,17.0,matbench
mb-07065,SiC,14,212.99999999999997,187.00000000000003,matbench
mb-07066,Ti(GaO2)4,13,150.99999999999994,70.00000000000001,matbench
mb-07067,HoErTl2,4,52.99999999999999,19.0,matbench
mb-07068,ErTl,2,52.00000000000001,19.0,matbench
mb-07069,Fe3N,32,200.00000000000003,93.0,matbench
mb-07070,Ca3Ti2O7,24,130.00000000000006,66.00000000000001,matbench
mb-07071,PrYTl2,4,52.99999999999999,17.0,matbench
mb-07072,Sm2ZnGa,4,55.00000000000001,31.0,matbench
mb-07073,AlPO4,12,20.000000000000004,23.999999999999996,matbench
mb-07074,ErFeO3,20,178.00000000000003,83.99999999999999,matbench
mb-07075,Au,2,135.0,23.999999999999996,matbench
mb-07076,SrHfO3,10,167.0,93.0,matbench
mb-07077,Mg(AlSe2)2,7,15.000000000000004,9.0,matbench
mb-07078,LaSbPd,6,77.0,33.0,matbench
mb-07079,Li6PS5I,26,27.000000000000004,12.999999999999998,matbench
mb-07080,Sc3RuC4,8,179.99999999999997,111.00000000000004,matbench
mb-07081,Sc2GaAg,4,79.99999999999999,37.99999999999999,matbench
mb-07082,Cd(InSe2)2,7,25.000000000000007,13.999999999999998,matbench
mb-07083,KMgCl3,20,31.0,16.0,matbench
mb-07084,EuCl2,12,26.0,11.000000000000002,matbench
mb-07085,HfMgAu2,4,109.99999999999996,33.0,matbench
mb-07086,ZnS,10,68.99999999999999,33.0,matbench
mb-07087,PrNdHg2,4,55.00000000000001,16.0,matbench
mb-07088,SrTaNO2,20,170.00000000000006,93.0,matbench
mb-07089,Ca2PdAu,4,52.99999999999999,22.0,matbench
mb-07090,LiNd2Ga,4,36.0,23.999999999999996,matbench
mb-07091,MnCoGe,12,144.00000000000003,62.0,matbench
mb-07092,PmSmMg2,4,36.0,23.0,matbench
mb-07093,HoCu5,6,126.0,45.00000000000001,matbench
mb-07094,Li2YbGe,4,27.000000000000004,25.000000000000007,matbench
mb-07095,SmErMg2,4,35.0,19.0,matbench
mb-07096,YLuZn2,4,67.0,27.000000000000004,matbench
mb-07097,Rb2InGaF6,10,40.99999999999999,6.0,matbench
mb-07098,Nb3B2,10,239.99999999999997,168.0,matbench
mb-07099,Sn7Ir3,20,102.0,60.0,matbench
mb-07100,Pr2InAg,4,50.99999999999999,15.000000000000004,matbench
mb-07101,Mg9Sn5,28,42.99999999999999,25.000000000000007,matbench
mb-07102,CsSnI3,10,16.0,7.0,matbench
mb-07103,Bi2Pt,12,82.0,23.0,matbench
mb-07104,NaVSe2,4,47.00000000000001,11.000000000000002,matbench
mb-07105,SiO2,12,16.0,40.99999999999999,matbench
mb-07106,TiF3,8,102.0,42.00000000000001,matbench
mb-07107,InPd,2,111.00000000000004,28.0,matbench
mb-07108,Ca2SiH2O5,80,70.99999999999999,36.0,matbench
mb-07109,Cs2NaFeF6,10,79.99999999999999,21.0,matbench
mb-07110,Cs2KNiF6,10,57.00000000000001,15.000000000000004,matbench
mb-07111,Li2Ca,6,16.0,7.999999999999999,matbench
mb-07112,Zr6Al2Fe,9,105.00000000000004,47.99999999999999,matbench
mb-07113,RuF6,7,19.0,3.0,matbench
