mb_id,formula,n_sites,K_VRH,G_VRH,_rf,_key,agl_kappa,agl_kappa_min,agl_kappa_max,agl_gamma,agl_K,agl_G,density,natoms,compound,spacegroup,n_aflow_entries,cell_volume_m3
mb-05660,Sc4C3,14,111.99999999999996,66.00000000000001,Sc4C3,Sc4C3|14,9.93357,9.93357,9.93357,1.83191,108.044,62.5423,3.62069,14.0,C6Sc8,220,1,1.9799369867513259e-28
mb-05662,LuInCu2,4,96.0,37.0,LuInCu2,LuInCu2|4,3.80571,3.80571,3.80571,2.19322,73.2667,35.6764,9.91367,4.0,Cu2In1Lu1,225,1,6.982686983793406e-29
mb-05673,ErH2,3,86.99999999999999,52.99999999999999,ErH2,ErH2|3,9.63809,9.63809,9.63809,1.82037,89.9389,56.9482,8.411,3.0,Er1H2,225,1,3.341904070041194e-29
mb-05681,YH2,3,68.99999999999999,58.00000000000001,YH2,YH2|3,14.4738,14.4738,14.4738,1.7639,82.8111,56.926,4.29215,3.0,H2Y1,225,1,3.5175631028746043e-29
mb-05682,LaIr2,6,241.9999999999999,61.000000000000014,LaIr2,LaIr2|6,5.40661,5.40661,5.40661,2.20492,174.833,70.0822,15.0773,6.0,Ir4La2,227,1,1.152760289082336e-28
mb-05683,V3Sn,8,162.99999999999994,22.0,V3Sn,V3Sn|8,2.96193,2.96193,2.96193,1.96127,156.517,36.2693,7.10262,8.0,Sn2V6,223,1,1.2696544242420877e-28
mb-05686,LiIn2Rh,4,83.00000000000001,47.99999999999999,LiIn2Rh,LiIn2Rh|4,2.54831,2.54831,2.54831,2.4278,93.1167,35.1491,8.2648,4.0,In2Li1Rh1,225,1,6.820781553961929e-29
mb-05690,HoP,2,88.00000000000001,62.0,HoP,HoP|2,20.7779,20.7779,20.7779,1.79029,87.6556,60.039,7.25296,2.0,Ho1P1,225,1,4.485153393646577e-29
mb-05693,YbO,2,128.0,89.0,YbO,YbO|2,17.4662,17.4662,17.4662,2.00736,89.3778,72.6857,10.756,2.0,O1Yb1,225,1,2.9184390938555564e-29
mb-05696,KZnF3,5,68.99999999999999,34.0,KZnF3,KZnF3|5,4.0117,4.0117,4.0117,2.1166,73.4722,38.0213,4.04951,5.0,F3K1Zn1,221,1,6.622559930396992e-29
mb-05703,NaBr,2,27.000000000000004,12.000000000000002,NaBr,NaBr|2,1.3306,1.3306,1.3306,2.21556,20.5333,10.4276,3.14835,2.0,Br1Na1,225,1,5.42694184757769e-29
mb-05707,TaH2,3,225.99999999999991,63.99999999999999,TaH2,TaH2|3,8.61554,8.61554,8.61554,1.88914,195.517,67.3117,12.83,3.0,H2Ta1,225,1,2.3680317331022566e-29
mb-05709,CaTe,2,36.0,23.999999999999996,CaTe,CaTe|2,6.50572,6.50572,6.50572,1.88525,37.4778,23.3872,4.25662,2.0,Ca1Te1,225,1,6.541243280010344e-29
mb-05711,K3IO,5,17.999999999999996,12.999999999999998,K3IO,K3IO|5,1.1755,1.1755,1.1755,2.16846,19.2167,12.9802,2.79143,5.0,I1K3O1,221,1,1.547845451311988e-28
mb-05719,TePb,2,39.99999999999999,23.999999999999996,TePb,TePb|2,2.62853,1.17683,4.08023,2.00053,40.88055,16.98648,8.32654,2.0,Pb1Te1,221,2,6.676824703776163e-29
mb-05722,CaO,2,105.00000000000004,74.00000000000001,CaO,CaO|2,24.443150000000003,24.3778,24.5085,2.0622350000000003,105.32,73.9144,3.2857849999999997,2.0,Ca1O1,225,2,2.833986809408853e-29
mb-05724,GdB6,7,170.99999999999991,91.0,GdB6,GdB6|7,14.4375,14.4375,14.4375,1.63419,172.794,76.3096,5.31981,7.0,B6Gd1,221,1,6.933185498060759e-29
mb-05725,ErSe,2,82.0,23.999999999999996,ErSe,ErSe|2,3.86289,3.86289,3.86289,2.15884,83.7111,26.3462,8.79301,2.0,Er1Se1,225,1,4.649787371792791e-29
mb-05726,MnSnPd2,4,133.0,28.0,MnSnPd2,MnSnPd2|4,2.05658,2.05658,2.05658,2.5653,115.972,34.3058,9.33451,4.0,Mn1Pd2Sn1,225,1,6.875331406984873e-29
mb-05731,GaCuS2,8,75.00000000000001,36.0,GaCuS2,GaCuS2|8,2.72807,2.72807,2.72807,2.24791,73.9709,35.1155,4.28074,8.0,Cu2Ga2S4,122,1,1.5314583521589731e-28
mb-05738,Nb3Sb,8,174.00000000000009,82.0,Nb3Sb,Nb3Sb|8,9.169,9.169,9.169,1.98925,166.022,80.7255,8.80787,8.0,Nb6Sb2,223,1,1.5100387665989265e-28
mb-05740,CdAs2,6,33.0,17.999999999999996,CdAs2,CdAs2|6,2.21396,2.21396,2.21396,2.20194,36.7536,18.6175,5.5556,6.0,As4Cd2,98,1,1.5677274988495334e-28
mb-05742,ZrZnCu2,4,122.00000000000004,42.99999999999999,ZrZnCu2,ZrZnCu2|4,4.03791,4.03791,4.03791,2.14017,116.35,40.0028,7.83996,4.0,Cu2Zn1Zr1,225,1,6.009424114841143e-29
mb-05749,VGaFe2,4,225.0000000000001,122.00000000000004,VGaFe2,VGaFe2|4,23.2164,23.2164,23.2164,2.1482,207.994,142.245,8.23283,4.0,Fe2Ga1V1,225,1,4.686526075282079e-29
mb-05756,NaLi2Sb,4,29.0,23.0,NaLi2Sb,NaLi2Sb|4,3.77634,3.77634,3.77634,1.886,29.8222,24.3053,3.30336,4.0,Li2Na1Sb1,225,1,7.9741308904978e-29
mb-05761,LaInAg2,4,96.0,34.0,LaInAg2,LaInAg2|4,0.956782,0.956782,0.956782,2.40582,62.6944,17.1599,8.15775,4.0,Ag2In1La1,225,1,9.556022856858268e-29
mb-05765,PbF2,3,70.00000000000001,22.0,PbF2,PbF2|3,2.03195,2.03195,2.03195,2.25607,67.5389,22.9807,7.55244,3.0,F2Pb1,225,1,5.391090510794686e-29
mb-05766,LaPd3,4,122.00000000000004,42.00000000000001,LaPd3,LaPd3|4,3.48336,3.48336,3.48336,2.39138,112.072,46.8125,9.95072,4.0,La1Pd3,221,1,7.645694604662447e-29
mb-05769,LaMgNi4,6,106.00000000000004,42.99999999999999,LaMgNi4,LaMgNi4|6,1.71284,1.71284,1.71284,2.41946,98.6056,33.1093,7.24066,6.0,La1Mg1Ni4,216,1,9.127180344717896e-29
mb-05785,PaAs,2,108.00000000000004,54.000000000000014,PaAs,PaAs|2,10.8664,10.8664,10.8664,2.1974,115.722,57.5952,10.4381,2.0,As1Pa1,225,1,4.8673067745476744e-29
mb-05789,ZrH2,3,130.00000000000006,29.0,ZrH2,ZrH2|3,3.53136,3.53136,3.53136,1.83492,134.068,25.1683,5.60731,3.0,H2Zr1,139,1,2.761189649914155e-29
mb-05793,ReSi,8,246.0000000000001,93.0,ReSi,ReSi|8,6.08509,6.08509,6.08509,2.06606,280.205,82.5113,12.8276,8.0,Re4Si4,198,1,1.1096107395065375e-28
mb-05795,HoS,2,98.0,37.99999999999999,HoS,HoS|2,9.49212,9.49212,9.49212,2.04008,99.0111,44.1591,7.89684,2.0,Ho1S1,225,1,4.1423965144337914e-29
mb-05796,PuTe,2,70.99999999999999,27.000000000000004,PuTe,PuTe|2,5.06453,5.06453,5.06453,2.17095,57.8056,33.5274,11.2847,2.0,Pu1Te1,221,1,5.468079057146415e-29
mb-05798,NaF,2,47.99999999999999,30.0,NaF,NaF|2,4.67066,4.67066,4.67066,2.20788,46.8833,28.921,2.71087,2.0,F1Na1,225,1,2.571978765572447e-29
mb-05809,TiGaCo2,4,185.0,74.00000000000001,TiGaCo2,TiGaCo2|4,31.807,31.807,31.807,1.15756,110.267,61.8344,6.95317,4.0,Co2Ga1Ti1,225,1,5.623111964912714e-29
mb-05810,ScSb,2,64.99999999999999,35.0,ScSb,ScSb|2,10.2594,10.2594,10.2594,1.87703,64.4611,34.7667,5.21223,2.0,Sb1Sc1,225,1,5.311321353729922e-29
mb-05814,MnInPd2,4,127.0,28.0,MnInPd2,MnInPd2|4,2.11036,2.11036,2.11036,2.39909,118.978,32.3854,9.48967,4.0,In1Mn1Pd2,225,1,6.694813198653937e-29
mb-05822,ErIr2,6,197.0,91.0,ErIr2,ErIr2|6,7.243,7.243,7.243,2.18362,205.167,90.9509,17.4403,6.0,Er2Ir4,227,1,1.0505642444067371e-28
mb-05823,DyAs,2,76.0,52.00000000000001,DyAs,DyAs|2,14.5115,14.5115,14.5115,1.86107,77.1889,50.6182,7.97498,2.0,As1Dy1,225,1,4.943559008184624e-29
mb-05825,HfAlNi2,4,164.00000000000003,48.99999999999999,HfAlNi2,HfAlNi2|4,3.56834,3.56834,3.56834,1.98735,163.178,35.7486,9.7077,4.0,Al1Hf1Ni2,225,1,5.522614876934206e-29
mb-05838,DyInAg2,4,74.00000000000001,22.0,DyInAg2,DyInAg2|4,1.07687,1.07687,1.07687,2.40831,73.9667,20.1257,9.5979,4.0,Ag2Dy1In1,225,1,8.530366991133068e-29
mb-05851,K2O,3,27.000000000000004,12.000000000000002,K2O,K2O|3,1.767645,1.76563,1.76966,2.0902849999999997,27.40805,12.51745,2.29436,3.0,K2O1,225,2,6.81741914832492e-29
mb-05854,TbIr2,6,186.00000000000009,89.0,TbIr2,TbIr2|6,7.06737,7.06737,7.06737,2.17778,198.933,87.6401,16.8793,6.0,Ir4Tb2,227,1,1.0690839409089095e-28
mb-05864,K2Te,3,27.000000000000004,9.0,K2Te,K2Te|3,0.893514,0.893514,0.893514,2.06619,13.0667,6.51818,2.44811,3.0,K2Te1,225,1,1.3959066144558424e-28
mb-05873,Mg2Pb,3,35.0,20.000000000000004,Mg2Pb,Mg2Pb|3,2.85965,2.85965,2.85965,2.20877,35.1833,23.2257,5.15188,3.0,Mg2Pb1,225,1,8.245193963635444e-29
mb-05874,Zn2AgAu,4,102.0,26.0,Zn2AgAu,Zn2AgAu|4,1.08876,1.08876,1.08876,2.65667,94.7667,25.9944,11.4997,4.0,Ag1Au1Zn2,225,1,6.290759260215165e-29
mb-05881,ThC,2,138.99999999999997,73.0,ThC,ThC|2,29.595,29.595,29.595,1.8206,147.5,88.4978,9.84046,2.0,C1Th1,225,1,4.118227199494068e-29
mb-05884,LiAl2Pt,4,127.0,54.000000000000014,LiAl2Pt,LiAl2Pt|4,7.86111,7.86111,7.86111,2.13795,123.767,63.3948,7.60306,4.0,Al2Li1Pt1,225,1,5.590883182841049e-29
mb-05885,TlBr,2,17.999999999999996,7.0,TlBr,TlBr|2,0.5336665,0.52204,0.545293,2.39044,18.62775,7.248155000000001,6.642405,2.0,Br1Tl1,225,2,7.106916364650627e-29
mb-05890,UN2,3,249.99999999999997,98.0,UN2,UN2|3,11.6899,11.6899,11.6899,2.01173,253.567,74.674,11.6833,3.0,N2U1,225,1,3.781240311180705e-29
mb-05894,Zr3Hg,8,103.99999999999996,58.00000000000001,Zr3Hg,Zr3Hg|8,5.04883,5.04883,5.04883,2.04634,107.094,57.8725,8.96955,8.0,Hg2Zr6,223,1,1.7560091176837254e-28
mb-05902,Ga2Pt,3,114.00000000000004,22.0,Ga2Pt,Ga2Pt|3,0.440446,0.440446,0.440446,2.88869,116.061,13.5414,10.484,3.0,Ga2Pt1,225,1,5.298551451179576e-29
mb-05909,Al2CdTe4,7,26.0,16.0,Al2CdTe4,Al2CdTe4|7,2.2933,2.2933,2.2933,2.10736,25.9922,15.7338,4.77832,7.0,Al2Cd1Te4,82,1,2.3518931231921024e-28
mb-05911,GdSe,2,90.00000000000003,37.0,GdSe,GdSe|2,5.8004,5.8004,5.8004,2.12709,77.6556,33.3877,7.84441,2.0,Gd1Se1,225,1,5.0001967395525514e-29
mb-05915,ScS,2,101.0,50.99999999999999,ScS,ScS|2,15.0129,15.0129,15.0129,2.01766,96.2889,47.0155,3.4452,2.0,S1Sc1,225,1,3.7123021411052744e-29
mb-05920,Hg4Pt,5,59.00000000000001,28.0,Hg4Pt,Hg4Pt|5,0.84306,0.84306,0.84306,3.13349,63.7778,30.3331,12.9341,5.0,Hg4Pt1,229,1,1.2805643448853418e-28
mb-05922,TiFe2Ge,4,215.00000000000003,127.0,TiFe2Ge,TiFe2Ge|4,23.2667,23.2667,23.2667,2.12486,200.25,137.164,7.8317,4.0,Fe2Ge1Ti1,225,1,4.9232247121386883e-29
mb-05923,HfN,2,266.00000000000006,156.0,HfN,HfN|2,24.953715,9.42413,40.4833,1.99587,253.1165,107.93895,13.991299999999999,2.0,Hf1N1,221,2,2.284621805350781e-29
mb-05927,Tl3VS4,8,25.000000000000007,7.0,Tl3VS4,Tl3VS4|8,1.32044,1.32044,1.32044,2.0259,22.1611,9.52593,5.79813,8.0,S4Tl3V1,217,1,2.269232415675212e-28
mb-05933,Ti3Sb,8,119.99999999999996,25.000000000000007,Ti3Sb,Ti3Sb|8,3.13206,3.13206,3.13206,2.3293,104.822,44.7414,5.73126,8.0,Sb2Ti6,223,1,1.5376803962979137e-28
mb-05934,LiNi2Ge,4,133.0,37.0,LiNi2Ge,LiNi2Ge|4,6.22501,6.22501,6.22501,2.20721,117.056,66.689,7.15997,4.0,Ge1Li1Ni2,225,1,4.5680739846016787e-29
mb-05938,Mn3Ge,4,189.99999999999997,84.99999999999999,Mn3Ge,Mn3Ge|4,3.96202,3.96202,3.96202,2.08307,60.7944,34.1754,5.49368,4.0,Ge1Mn3,221,1,7.177372322914196e-29
mb-05940,ScBe5,6,108.00000000000004,103.99999999999996,ScBe5,ScBe5|6,32.544,32.544,32.544,1.63582,106.802,101.866,2.34636,6.0,Be5Sc1,191,1,6.370567586978733e-29
mb-05948,TbS,2,96.0,37.99999999999999,TbS,TbS|2,9.54719,9.54719,9.54719,2.04555,96.0,43.381,7.40571,2.0,S1Tb1,225,1,4.2824649848320615e-29
mb-05962,Li3Sb,4,37.99999999999999,27.000000000000004,Li3Sb,Li3Sb|4,4.4981,4.4981,4.4981,1.793,32.8667,26.0453,3.35609,4.0,Li3Sb1,225,1,7.054776296668105e-29
mb-05963,Hf2Cu,3,123.00000000000004,58.00000000000001,Hf2Cu,Hf2Cu|3,11.052,11.052,11.052,1.79827,118.017,57.9175,12.3566,3.0,Cu1Hf2,139,1,5.651229721463422e-29
mb-05974,SrF2,3,64.99999999999999,32.00000000000001,SrF2,SrF2|3,3.49566,3.49566,3.49566,2.17425,66.3556,26.7947,4.14853,3.0,F2Sr1,225,1,5.028084996873921e-29
mb-05986,ZrCdCu2,4,115.00000000000004,50.99999999999999,ZrCdCu2,ZrCdCu2|4,4.91248,4.91248,4.91248,2.24921,119.739,54.3777,8.33184,4.0,Cd1Cu2Zr1,225,1,6.591402428145581e-29
mb-05990,YMgCu4,6,92.0,42.99999999999999,YMgCu4,YMgCu4|6,4.56618,4.56618,4.56618,2.17208,,,6.4266,6.0,Cu4Mg1Y1,216,1,9.492943414923525e-29
mb-05991,ThInAu2,4,102.99999999999996,19.0,ThInAu2,ThInAu2|4,0.595008,0.595008,0.595008,2.54112,96.9,14.9582,12.9279,4.0,Au2In1Th1,225,1,9.515152529176292e-29
mb-05996,LaRh2,6,135.0,44.0,LaRh2,LaRh2|6,3.44221,3.44221,3.44221,2.19336,135.822,45.6168,9.98161,6.0,La2Rh4,227,1,1.1469395529043138e-28
mb-05997,ScInCu2,4,95.0,40.99999999999999,ScInCu2,ScInCu2|4,3.51917,3.51917,3.51917,2.21689,91.6333,36.824,7.07036,4.0,Cu2In1Sc1,225,1,6.737309753908638e-29
mb-06001,DySe,2,82.0,30.0,DySe,DySe|2,4.56498,4.56498,4.56498,2.11405,81.7778,27.9646,8.38267,2.0,Dy1Se1,225,1,4.783127132045005e-29
mb-06004,TbSe,2,77.0,27.000000000000004,TbSe,TbSe|2,4.93335,4.93335,4.93335,2.11119,79.3278,28.6916,8.1328,2.0,Se1Tb1,225,1,4.8570961683961745e-29
mb-06010,TlCl,2,20.000000000000004,6.0,TlCl,TlCl|2,0.5915515,0.590775,0.592328,2.37426,20.35835,7.468965000000001,6.23228,2.0,Cl1Tl1,225,2,6.39023833775804e-29
mb-06013,LiAl2Ir,4,135.0,55.00000000000001,LiAl2Ir,LiAl2Ir|4,8.64435,8.64435,8.64435,2.01186,137.417,61.6907,7.74186,4.0,Al2Ir1Li1,225,1,5.429153167529861e-29
mb-06014,HoRh2,6,158.0,60.0,HoRh2,HoRh2|6,5.07051,5.07051,5.07051,2.15498,158.167,61.8547,11.7246,6.0,Ho2Rh4,227,1,1.050151724878632e-28
mb-06024,BaO,2,68.00000000000001,37.99999999999999,BaO,BaO|2,7.319895000000001,7.09175,7.54804,2.1429799999999997,68.7276,37.0107,5.755965,2.0,Ba1O1,225,2,4.4233152430413336e-29
mb-06026,SrO,2,86.99999999999999,56.00000000000001,SrO,SrO|2,13.50525,13.3637,13.6468,2.126155,84.67105000000001,55.348650000000006,4.879735,2.0,O1Sr1,225,2,3.5260943845744423e-29
mb-06028,Al2Au,3,105.00000000000004,33.0,Al2Au,Al2Au|3,2.98829,2.98829,2.98829,2.37064,101.061,31.4044,7.54951,3.0,Al2Au1,225,1,5.519278478036473e-29
mb-06030,ThAs,2,102.0,46.0,ThAs,ThAs|2,7.22794,6.31044,8.14544,2.05863,96.12219999999999,36.363150000000005,9.32172,2.0,As1Th1,221,2,5.468073568787747e-29
mb-06031,CsF,2,21.0,10.0,CsF,CsF|2,0.744807,0.566103,0.923511,2.321105,23.37775,8.13873,4.706799999999999,2.0,Cs1F1,225,2,5.359103549075065e-29
mb-06033,LiGeRh2,4,174.00000000000009,85.99999999999999,LiGeRh2,LiGeRh2|4,9.65804,9.65804,9.65804,2.34809,170.1,91.9475,9.2469,4.0,Ge1Li1Rh2,225,1,5.125010170531512e-29
mb-06034,EuF2,3,66.00000000000001,29.0,EuF2,EuF2|3,3.45762,3.45762,3.45762,2.18795,66.6833,30.4968,6.14748,3.0,Eu1F2,225,1,5.131164969370338e-29
mb-06036,KNa2Sb,4,20.000000000000004,12.000000000000002,KNa2Sb,KNa2Sb|4,1.6165,1.6165,1.6165,2.01047,19.95,13.4604,2.93631,4.0,K1Na2Sb1,225,1,1.1697072567224752e-28
mb-06037,CaS,2,57.00000000000001,38.99999999999999,CaS,CaS|2,14.7572,14.7572,14.7572,1.93521,57.1111,38.9633,2.56569,2.0,Ca1S1,225,1,4.669163847663701e-29
mb-06039,YN,2,159.99999999999991,121.00000000000006,YN,YN|2,27.692700000000002,10.5322,44.8532,1.88626,135.264,76.8458,5.17002,2.0,N1Y1,216,2,3.305409065680246e-29
mb-06040,HgSe,2,40.99999999999999,12.999999999999998,HgSe,HgSe|2,1.17804,1.04403,1.31205,2.43454,51.344449999999995,13.861650000000001,8.55435,2.0,Hg1Se1,216,2,5.426522134685264e-29
mb-06045,Hf2Pd,3,136.99999999999997,55.00000000000001,Hf2Pd,Hf2Pd|3,8.0095,8.0095,8.0095,1.96823,135.144,53.6409,13.1871,3.0,Hf2Pd1,139,1,5.835201095982898e-29
mb-06046,SrIr2,6,225.99999999999991,33.0,SrIr2,SrIr2|6,3.76234,3.76234,3.76234,2.31581,144.328,57.6968,13.6871,6.0,Ir4Sr2,227,1,1.1454056868375086e-28
mb-06056,MnAu2,3,124.00000000000004,30.0,MnAu2,MnAu2|3,1.22095,1.22095,1.22095,2.5277,98.1142,23.2106,13.99,3.0,Au2Mn1,139,1,5.32786372766291e-29
mb-06069,TbSb,2,56.00000000000001,35.0,TbSb,TbSb|2,9.38265,9.38265,9.38265,1.85456,60.1833,35.3272,7.72815,2.0,Sb1Tb1,225,1,6.031055158846098e-29
mb-06075,DyTe,2,63.0,19.0,DyTe,DyTe|2,3.8945,3.8945,3.8945,2.01491,64.5333,22.2686,8.25963,2.0,Dy1Te1,225,1,5.832251364614794e-29
mb-06078,TiCo2Si,4,201.00000000000009,85.99999999999999,TiCo2Si,TiCo2Si|4,6.29005,6.29005,6.29005,2.88439,148.178,95.5746,6.51662,4.0,Co2Si1Ti1,225,1,4.938815502534602e-29
mb-06081,V3Sb,8,178.00000000000003,78.99999999999999,V3Sb,V3Sb|8,7.40081,7.40081,7.40081,2.04331,170.55,74.9384,7.41792,8.0,Sb2V6,223,1,1.2293426984664088e-28
mb-06082,YSe,2,85.99999999999999,17.0,YSe,YSe|2,5.87406,5.87406,5.87406,2.09725,79.3722,29.4786,5.77611,2.0,Se1Y1,225,1,4.8258741950784324e-29
mb-06087,MgNi2Sn,4,114.00000000000004,45.00000000000001,MgNi2Sn,MgNi2Sn|4,4.31094,4.31094,4.31094,2.23558,115.033,45.5282,7.36693,4.0,Mg1Ni2Sn1,225,1,5.869573378088165e-29
mb-06088,ThSe,2,98.0,25.000000000000007,ThSe,ThSe|2,9.69772,9.69772,9.69772,2.16844,93.9722,50.7708,9.79935,2.0,Se1Th1,221,1,5.269986564877018e-29
mb-06089,UNi5,6,207.00000000000003,91.0,UNi5,UNi5|6,8.43193,8.43193,8.43193,2.26556,131.822,71.7746,11.6843,6.0,Ni5U1,216,1,7.553466811003779e-29
mb-06092,TiInCu2,4,119.99999999999996,46.0,TiInCu2,TiInCu2|4,4.08727,4.08727,4.08727,2.23115,117.0,43.4543,7.75626,4.0,Cu2In1Ti1,225,1,6.203840888114062e-29
mb-06095,CeO2,3,177.00000000000009,72.00000000000001,CeO2,CeO2|3,13.8996,13.8996,13.8996,2.09258,189.144,76.6165,6.89265,3.0,Ce1O2,225,1,4.14649444609567e-29
mb-06099,Na2Te,3,10.0,15.000000000000004,Na2Te,Na2Te|3,1.73958,1.73958,1.73958,1.99889,20.2667,11.9053,2.97545,3.0,Na2Te1,225,1,9.687126486443703e-29
mb-06102,BaTe,2,26.0,16.0,BaTe,BaTe|2,3.0452250000000003,2.6017,3.48875,2.02964,30.086100000000002,15.54765,5.308574999999999,2.0,Ba1Te1,221,2,8.287000437013056e-29
mb-06103,RbF,2,23.999999999999996,13.999999999999998,RbF,RbF|2,1.0137455,0.943421,1.08407,2.53164,27.25,11.672550000000001,3.953475,2.0,F1Rb1,225,2,4.387790781854483e-29
mb-06111,Li2S,3,39.99999999999999,33.0,Li2S,Li2S|3,9.92894,9.92894,9.92894,1.83641,40.4944,33.5252,1.62874,3.0,Li2S1,225,1,4.6844056460476636e-29
mb-06112,ZrAl2,12,112.99999999999994,86.99999999999999,ZrAl2,ZrAl2|12,10.596,10.5362,10.6146,1.92034,112.9675,86.4322,4.5120450000000005,12.0,Al8Zr4,194,4,2.1372908624748663e-28
mb-06113,KBr,2,22.0,7.0,KBr,KBr|2,0.8427910000000001,0.842662,0.84292,2.336525,15.4889,7.622505,2.8407400000000003,2.0,Br1K1,221,2,6.956214515708661e-29
mb-06117,ZrCo2Sn,4,153.00000000000003,72.00000000000001,ZrCo2Sn,ZrCo2Sn|4,9.27328,9.27328,9.27328,1.82838,103.911,56.3832,8.06644,4.0,Co2Sn1Zr1,225,1,6.748024578746301e-29
mb-06120,VCu3S4,8,38.99999999999999,25.000000000000007,VCu3S4,VCu3S4|8,4.83634,4.83634,4.83634,2.11321,38.8083,22.6246,3.81767,8.0,Cu3S4V1,215,1,1.6086590468375786e-28
mb-06126,MnCo2Ge,4,194.99999999999991,89.0,MnCo2Ge,MnCo2Ge|4,14.6521,14.6521,14.6521,1.28226,82.3056,44.0454,7.19524,4.0,Co2Ge1Mn1,225,1,5.664440284659188e-29
mb-06129,RbAlO2,8,92.0,42.99999999999999,RbAlO2,RbAlO2|8,5.31359,5.31359,5.31359,1.92656,91.7111,42.756,3.596,8.0,Al2O4Rb2,227,1,1.3340477048155868e-28
mb-06136,TaAlCo2,4,203.00000000000003,98.0,TaAlCo2,TaAlCo2|4,13.6196,13.6196,13.6196,2.05139,135.261,96.9437,9.82309,4.0,Al1Co2Ta1,225,1,5.507398060099144e-29
mb-06141,Er2MgGe2,10,79.99999999999999,57.00000000000001,Er2MgGe2,Er2MgGe2|10,5.16782,5.16782,5.16782,1.96362,75.9031,58.469,7.64453,10.0,Er4Ge4Mg2,127,1,2.1900175037040543e-28
mb-06147,BaO2,3,67.0,35.0,BaO2,BaO2|3,6.665765,6.66459,6.66694,2.1508950000000002,67.32715,37.4613,5.403805,3.0,Ba1O2,139,2,5.203224505334025e-29
mb-06148,LiSnPd2,4,109.00000000000004,29.0,LiSnPd2,LiSnPd2|4,1.25016,1.25016,1.25016,2.51786,104.106,23.8786,8.70906,4.0,Li1Pd2Sn1,225,1,6.453940257464554e-29
mb-06164,LiAl,4,49.99999999999999,39.99999999999999,LiAl,LiAl|4,6.62954,6.62954,6.62954,1.9548,47.0667,30.7801,1.74079,4.0,Al2Li2,227,1,6.47173991153589e-29
mb-06168,In2Pt,3,95.0,30.0,In2Pt,In2Pt|3,1.35613,1.35613,1.35613,2.61698,94.9556,23.0445,10.6812,3.0,In2Pt1,225,1,6.602855040726473e-29
mb-06170,CuSnRh2,4,177.00000000000009,64.99999999999999,CuSnRh2,CuSnRh2|4,4.86328,4.86328,4.86328,2.42894,169.25,58.7645,10.6504,4.0,Cu1Rh2Sn1,225,1,6.050480866267494e-29
mb-06174,ScAlAg2,4,97.0,25.000000000000007,ScAlAg2,ScAlAg2|4,1.73563,1.73563,1.73563,2.30859,86.5611,23.3542,6.49473,4.0,Ag2Al1Sc1,225,1,7.355096632587229e-29
mb-06175,HoTe,2,64.99999999999999,19.0,HoTe,HoTe|2,3.6382,3.6382,3.6382,2.01842,65.1611,21.6259,8.43012,2.0,Ho1Te1,225,1,5.762172124392853e-29
mb-06180,DySb,2,59.00000000000001,36.0,DySb,DySb|2,9.3838,9.3838,9.3838,1.85045,60.7833,35.7126,7.92136,2.0,Dy1Sb1,225,1,5.958886292692638e-29
mb-06183,LiAl2Rh,4,118.99999999999996,57.00000000000001,LiAl2Rh,LiAl2Rh|4,9.40332,9.40332,9.40332,2.0394,120.356,59.0132,5.00976,4.0,Al2Li1Rh1,225,1,5.429645382569828e-29
mb-06186,ScSe,2,81.0,37.0,ScSe,ScSe|2,7.87107,7.87107,7.87107,2.02994,80.3778,33.1969,4.81842,2.0,Sc1Se1,225,1,4.270429163926691e-29
mb-06188,TbCd2,3,56.00000000000001,32.00000000000001,TbCd2,TbCd2|3,3.42244,3.42244,3.42244,2.1331,56.6537,29.505,8.63327,3.0,Cd2Tb1,191,1,7.381067273459948e-29
mb-06192,TbAs,2,77.0,52.00000000000001,TbAs,TbAs|2,14.4989,14.4989,14.4989,1.86207,76.6222,49.9182,7.74618,2.0,As1Tb1,225,1,5.0129482688815545e-29
mb-06197,Na2O,3,46.0,30.0,Na2O,Na2O|3,5.14899,4.91614,5.38184,2.052845,47.55605,30.17685,2.38453,3.0,Na2O1,225,2,4.3160894944013104e-29
mb-06201,Li2O,3,77.99999999999999,70.00000000000001,Li2O,Li2O|3,19.47525,19.3402,19.6103,1.8498299999999999,78.95245,69.70065,1.9712900000000002,3.0,Li2O1,225,2,2.5170944955764283e-29
mb-06207,TbPt2,6,156.99999999999994,72.00000000000001,TbPt2,TbPt2|6,4.30528,4.30528,4.30528,2.34005,163.55,69.6221,16.2557,6.0,Pt4Tb2,227,1,1.1218107607797417e-28
mb-06210,ErRh2,6,144.00000000000003,61.000000000000014,ErRh2,ErRh2|6,9.25408,9.25408,9.25408,2.16648,,,11.8686,6.0,Er2Rh4,227,1,1.0439265116198151e-28
mb-06211,NdP,2,77.0,50.99999999999999,NdP,NdP|2,15.581,15.581,15.581,1.77253,87.4889,49.8604,5.64621,2.0,Nd1P1,225,1,5.153060512903961e-29
mb-06212,DyP,2,83.99999999999999,60.0,DyP,DyP|2,20.3293,20.3293,20.3293,1.79464,86.9389,59.1283,7.06229,2.0,Dy1P1,225,1,4.549101499288401e-29
mb-06218,TiBe2,6,124.00000000000004,106.00000000000004,TiBe2,TiBe2|6,28.8864,28.8864,28.8864,1.72352,119.689,108.374,3.16574,6.0,Be4Ti2,227,1,6.912455483480789e-29
